,word,stem
0,got,got
1,want,want
2,wont,wont
3,call,call
4,contact,contact
5,anymore,anymor
6,games,game
7,finally,final
8,time,time
9,rebuild,rebuild
10,recoup,recoup
11,find,find
12,happiness,happi
13,alone,alon
14,venture,ventur
15,world,world
16,stronger,stronger
17,person,person
18,letting,let
19,everything,everyth
20,go,go
21,holding,hold
22,anger,anger
23,hurt,hurt
24,takes,take
25,much,much
26,effort,effort
27,ending,end
28,note,note
29,wish,wish
30,best,best
31,luck,luck
32,future,futur
33,endeavors,endeavor
34,hope,hope
35,able,abl
36,get,get
37,life,life
38,hopes,hope
39,goodluck,goodluck
40,sal,sal
41,peace,peac
