,word,stem
0,Om,Om
1,Mallik,mallik
2,comments,comment
3,This,thi
4,whole,whole
5,point,point
6,I,I
7,making,make
8,technology,technolog
9,longer,longer
10,something,someth
11,talk,talk
12,marketing,market
13,product,product
14,posted,post
15,urlLink,urllink
16,According,accord
17,Chinese,chines
18,Ministry,ministri
19,Information,inform
20,world,world
21,1,1
22,2,2
23,wireless,wireless
24,handset,handset
25,makers,maker
26,well,well
27,China,china
28,From,from
29,January,januari
30,September,septemb
31,2003,2003
32,produced,produc
33,129,129
34,million,million
35,handsets,handset
36,Ningbo,ningbo
37,held,held
38,top,top
39,spot,spot
40,15,15
41,Motorola,motorola
42,slips,slip
43,14,14
44,followed,follow
45,closely,close
46,TCL,tcl
47,12,12
48,Rounding,round
49,four,four
50,Nokia,nokia
51,10,10
52,share,share
53,Wanna,wanna
54,bet,bet
55,next,next
56,year,year
57,one,one
58,two,two
59,chinese,chines
60,selling,sell
61,phones,phone
62,US,US
63,50,50
64,pop,pop
65,include,includ
66,camera,camera
67,bluetooth,bluetooth
68,good,good
69,knows,know
70,GigaOm,gigaom
