,word,stem
0,urlLink,urllink
1,Germs,germ
2,develop,develop
3,deadly,deadli
4,defense,defens
5,The,the
6,infection,infect
7,first,first
8,kind,kind
9,world,world
10,landmark,landmark
11,defeat,defeat
12,doctors,doctor
13,public,public
14,health,health
15,officials,offici
16,fight,fight
17,growing,grow
18,antibiotic,antibiot
19,resistance,resist
20,It,It
21,also,also
22,evidence,evid
23,Detroit,detroit
24,area,area
25,become,becom
26,incubator,incub
27,resistant,resist
28,strains,strain
29,Man,man
30,Dies,die
31,From,from
32,Flesh,flesh
33,Eating,eat
34,Bacteria,bacteria
35,bacteria,bacteria
36,common,common
37,New,new
38,Mexico,mexico
39,elsewhere,elsewher
40,United,unit
41,States,state
42,Doctors,doctor
43,says,say
44,see,see
45,serious,seriou
46,case,case
47,every,everi
48,two,two
49,weeks,week
50,hospitals,hospit
51,states,state
52,diagnose,diagnos
53,infrequently,infrequ
54,one,one
55,year,year
56,eating,eat
57,bananas,banana
58,YOU,you
59,lunch,lunch
60,This,thi
61,hoax,hoax
62,takes,take
63,advantage,advantag
64,several,sever
65,actual,actual
66,medical,medic
67,near,near
68,disasters,disast
69,still,still
70,fresh,fresh
71,pop,pop
72,culture,cultur
73,flesh,flesh
74,strep,strep
75,virus,viru
76,brain,brain
77,wrecking,wreck
78,Mad,mad
79,Cow,cow
80,Disease,diseas
81,everyone,everyon
82,favorite,favorit
83,ebola,ebola
84,But,but
85,like,like
86,internet,internet
87,hoaxes,hoax
88,long,long
89,scares,scare
90,short,short
91,facts,fact
92,I,I
93,want,want
94,action,action
95,hanta,hanta
96,thing,thing
97,And,and
98,guy,guy
99,tested,test
100,lyme,lyme
101,disease,diseas
