,word,lemma
0,Today,today
1,Content,content
2,There,there
3,enough,enough
4,words,word
5,I,I
6,say,say
7,today,today
8,fill,fill
9,page,page
10,get,get
11,car,car
12,wash,wash
13,free,free
14,absorbed,absorb
15,like,like
16,sponge,spong
17,bystander,bystand
18,auctioneer,auction
19,going,go
20,could,could
21,offer,offer
22,return,return
23,body,bodi
24,work,work
25,messy,messi
26,string,string
27,cables,cabl
28,wires,wire
29,connecting,connect
30,everybody,everybodi
31,folder,folder
32,pictures,pictur
33,still,still
34,dreamed,dream
35,silver,silver
36,towers,tower
37,turbo,turbo
38,elevator,elev
39,eating,eat
40,company,compani
41,cafeteria,cafeteria
42,kind,kind
43,privlege,privleg
44,You,you
45,believe,believ
46,something,someth
47,traded,trade
48,basketball,basketbal
49,star,star
50,sold,sold
51,highest,highest
52,bidder,bidder
53,pimped,pimp
54,hunchbacks,hunchback
55,lapping,lap
56,keys,key
57,told,told
58,repeat,repeat
59,nobody,nobodi
60,entire,entir
61,story,stori
62,would,would
63,understand,understand
64,least,least
65,alcohol,alcohol
66,honest,honest
