,word,stem
0,One,one
1,songs,song
2,Daniel,daniel
3,mix,mix
4,sent,sent
5,CD,CD
6,He,He
7,really,realli
8,DJ,DJ
9,personal,person
10,also,also
11,fantastic,fantast
12,music,music
13,critic,critic
14,urlLink,urllink
15,Hotlist,hotlist
16,You,you
17,find,find
18,reviews,review
19,DB,DB
20,Thank,thank
21,Bjork,bjork
22,lyrics,lyric
23,Big,big
24,Time,time
25,Sensuality,sensual
26,sense,sens
27,something,someth
28,important,import
29,happen,happen
30,coming,come
31,takes,take
32,courage,courag
33,enjoy,enjoy
34,hardcore,hardcor
35,gentle,gentl
36,big,big
37,time,time
38,sensuality,sensual
39,met,met
40,know,know
41,bit,bit
42,intimate,intim
43,included,includ
44,future,futur
45,weekend,weekend
46,want,want
