,frequency
Welcome,1
back,1
Well,1
sort,1
of,2
I,12
discovered,1
that,2
my,4
old,1
blog,3
from,2
2000,1
was,5
still,1
on,1
the,12
blogger,1
com,1
server,1
read,1
thirteen,1
posts,1
and,2
they,1
were,1
really,3
dull,1
so,2
deleted,1
It,2
days,1
when,2
living,1
with,1
Dad,1
after,1
uni,1
working,1
for,2
Pilks,1
a,3
month,1
or,1
two,1
before,1
went,1
to,5
work,1
in,3
USA,1
which,1
would,1
have,1
made,1
much,2
more,1
interesting,1
had,1
done,1
it,3
Tomorrow,1
m,3
off,2
London,1
induction,1
meeting,1
at,1
new,3
company,1
relieved,1
leave,1
NCorp,1
haven,2
t,2
given,1
place,2
thought,1
sure,1
will,2
be,1
great,1
into,1
3,1
months,1
ago,1
got,1
job,1
but,1
urlLink,1
pangalactic,1
bellwether,1
miserable,1
notice,1
periods,1
has,1
kind,1
taken,1
sparkle,1
bit,1
At,1
least,1
train,1
ride,1
down,1
give,1
me,1
time,1
write,1
manda,1
been,1
touch,1
since,1
wedding,1
bad,1
pen,1
pal,1
