,frequency
Can,1
t,4
the,10
urlLink,2
weather,1
just,1
sort,1
itself,1
out,4
I,16
m,1
sure,1
we,2
d,2
already,1
had,1
2,1
heat,1
waves,1
by,2
this,2
point,1
last,2
year,1
look,1
of,2
my,2
window,1
on,3
yet,1
another,1
grey,1
day,2
wouldn,1
mind,1
but,3
is,1
free,1
weekend,1
ll,1
have,1
in,4
a,2
while,2
want,1
to,3
be,2
enjoying,1
it,3
Yesterday,1
wrote,1
some,2
thank,1
you,1
cards,1
Kirsten,1
worked,1
garden,1
and,7
bottled,1
latest,1
batch,1
beer,1
In,1
evening,1
Anna,1
Jon,1
came,1
around,2
for,3
dinner,1
made,1
lasagne,1
first,1
time,3
was,6
good,1
fun,1
not,1
been,1
feeling,1
too,1
great,2
all,1
exhausted,1
bed,3
This,1
morning,1
K,3
felt,1
ill,1
stayed,1
stewarding,1
at,1
church,2
as,2
usual,1
put,1
car,1
parking,1
We,1
messed,1
up,1
giving,1
buckets,1
offering,1
ok,1
After,1
dropped,2
firewood,1
Liz,2
off,1
s,1
keys,1
there,1
wasn,1
saw,1
paddy,1
through,1
back,1
door,1
left,1
wood,1
don,1
feel,1
that,1
myself,1
Might,1
join,1
sick,1
