,word,stem
0,Today,today
1,I,I
2,working,work
3,CCRB,ccrb
4,girl,girl
5,actually,actual
6,hit,hit
7,This,thi
8,happened,happen
9,maybe,mayb
10,three,three
11,times,time
12,entire,entir
13,life,life
14,Here,here
15,details,detail
16,The,the
17,wrestling,wrestl
18,mats,mat
19,laid,laid
20,martial,martial
21,arts,art
22,room,room
23,session,session
24,aikido,aikido
25,concluded,conclud
26,finished,finish
27,cardio,cardio
28,lifting,lift
29,walking,walk
30,around,around
31,bit,bit
32,cool,cool
33,When,when
34,saw,saw
35,decided,decid
36,rolls,roll
37,started,start
38,hands,hand
39,fun,fun
40,strenuous,strenuou
41,A,A
42,stretching,stretch
43,end,end
44,watching,watch
45,ignored,ignor
46,since,sinc
47,walks,walk
48,Thirty,thirti
49,seconds,second
50,later,later
51,came,came
52,asked,ask
53,could,could
54,join,join
55,At,At
56,point,point
57,confused,confus
58,long,long
59,time,time
60,know,know
61,also,also
62,serious,seriou
63,girlfriend,girlfriend
64,want,want
65,blow,blow
66,sake,sake
67,rude,rude
68,lead,lead
69,way,way
70,Anyway,anyway
71,said,said
72,course,cours
73,gymnastics,gymnast
74,explained,explain
75,used,use
76,walk,walk
77,wrestled,wrestl
78,high,high
79,school,school
80,She,she
81,Michigan,michigan
82,laughed,laugh
83,We,We
84,introduced,introduc
85,hand,hand
86,stands,stand
87,likes,like
88,breakdance,breakdanc
89,show,show
90,single,singl
91,handed,hand
92,dismounts,dismount
93,either,either
94,commit,commit
95,bail,bail
96,Instead,instead
97,committing,commit
98,asking,ask
99,dancing,danc
100,simply,simpli
101,get,get
102,going,go
103,obvious,obviou
104,nervousness,nervous
105,probably,probabl
106,leave,leav
107,grabbed,grab
108,water,water
109,bottle,bottl
110,headphones,headphon
111,ended,end
112,encounter,encount
