,word,stem
0,THIS,thi
1,WEEK,week
2,S,S
3,HOROSOCOPE,horosocop
4,After,after
5,Pisces,pisc
6,quite,quit
7,time,time
8,Mars,mar
9,moves,move
10,Aries,ari
11,begins,begin
12,stir,stir
13,area,area
14,chart,chart
15,associated,associ
16,career,career
17,Things,thing
18,begin,begin
19,happen,happen
20,section,section
21,sure,sure
22,probably,probabl
23,felt,felt
24,stuck,stuck
25,efforts,effort
26,producing,produc
27,results,result
28,certainly,certainli
29,see,see
30,difference,differ
31,You,you
32,want,want
33,initiate,initi
34,action,action
35,get,get
36,things,thing
37,moving,move
38,period,period
39,wait,wait
40,Thank,thank
41,GOD,god
42,Finally,final
43,I,I
44,able,abl
45,put,put
46,end,end
47,limbo,limbo
48,routine,routin
49,Having,have
50,job,job
51,come,come
