,word,lemma
0,Thunder,thunder
1,And,and
2,goes,goe
3,blessed,bless
4,enough,enough
5,healthy,healthi
6,past,past
7,clean,clean
8,break,break
9,continuation,continu
10,Squeeky,squeeki
11,morality,moral
12,Cheeky,cheeki
13,popes,pope
14,hats,hat
15,nuns,nun
16,wigs,wig
17,The,the
18,scent,scent
19,riding,ride
20,air,air
21,warm,warm
22,real,real
23,arms,arm
24,big,big
25,could,could
26,fold,fold
27,sun,sun
28,clouds,cloud
29,even,even
30,airplanes,airplan
31,held,held
32,moment,moment
33,seconds,second
34,passing,pass
35,fast,fast
36,rainy,raini
37,afternoon,afternoon
38,surprise,surpris
