,word,lemma
0,CLOSER,closer
1,UP,UP
2,To,To
3,may,may
4,sacrifice,sacrific
5,needs,need
6,prove,prove
7,For,for
8,toil,toil
9,ponder,ponder
10,nights,night
11,spent,spent
12,awake,awak
13,easing,eas
14,way,way
15,dawn,dawn
16,Letting,let
17,go,go
18,images,imag
19,burn,burn
20,dreams,dream
21,edges,edg
22,petal,petal
23,crisp,crisp
24,pixilated,pixil
25,closer,closer
26,eat,eat
27,dot,dot
28,made,made
29,another,anoth
30,pattern,pattern
31,Whose,whose
32,timeline,timelin
33,serves,serv
34,best,best
35,Have,have
36,chosen,chosen
37,master,master
38,well,well
39,Do,Do
40,seek,seek
41,hands,hand
42,The,the
43,time,time
44,come,come
45,ask,ask
46,questions,question
47,urgency,urgenc
48,command,command
49,Relinquish,relinquish
50,lust,lust
51,results,result
52,acknowledging,acknowledg
53,answers,answer
54,given,given
55,Nothing,noth
56,slip,slip
57,fingers,finger
58,even,even
59,held,held
60,tight,tight
61,like,like
62,impatience,impati
63,tunnel,tunnel
64,bored,bore
65,earth,earth
66,flesh,flesh
67,break,break
68,centuries,centuri
69,overdrawn,overdrawn
