,word,stem
0,urlLink,urllink
1,Fortress,fortress
2,continents,contin
3,wildly,wildli
4,pro,pro
5,business,busi
6,security,secur
7,obsessed,obsess
8,government,govern
9,Easy,easi
10,Move,move
11,border,border
12,Turn,turn
13,Mexican,mexican
14,Canadian,canadian
15,borders,border
16,glorified,glorifi
17,checkpoints,checkpoint
18,seal,seal
19,entire,entir
20,continent,contin
21,Guatemala,guatemala
22,Arctic,arctic
23,Circle,circl
24,Bush,bush
25,officials,offici
26,talk,talk
27,much,much
28,continental,continent
29,fortress,fortress
30,preferring,prefer
31,terms,term
32,like,like
33,North,north
34,American,american
35,area,area
36,mutual,mutual
37,confidence,confid
38,But,but
39,US,US
40,run,run
41,perimeter,perimet
42,precisely,precis
43,built,built
