,word,stem
0,So,So
1,little,littl
2,time,time
3,energy,energi
4,post,post
5,Suppa,suppa
6,happy,happi
7,fun,fun
8,bullets,bullet
9,get,get
10,Kat,kat
11,I,I
12,much,much
13,Fourth,fourth
14,July,juli
15,weekend,weekend
16,We,We
17,difficult,difficult
18,weeks,week
19,especially,especi
20,night,night
21,left,left
22,work,work
23,12,12
24,45,45
25,AM,AM
26,next,next
27,day,day
28,7,7
29,took,took
30,easy,easi
31,Her,her
32,parents,parent
33,backyard,backyard
34,overlooks,overlook
35,Seattle,seattl
36,able,abl
37,see,see
38,four,four
39,different,differ
40,fireworks,firework
41,displays,display
42,Elliot,elliot
43,Bay,bay
44,Gasworks,gaswork
45,Yarrow,yarrow
46,Kirkland,kirkland
47,Tonight,tonight
48,second,second
49,game,game
50,summer,summer
51,FloorBurn,floorburn
52,season,season
53,captain,captain
54,already,alreadi
55,made,made
56,mistake,mistak
57,inform,inform
58,everyone,everyon
59,week,week
60,assuming,assum
61,manager,manag
62,would,would
63,take,take
64,care,care
65,like,like
66,last,last
67,4,4
68,people,peopl
69,showed,show
70,A,A
71,couple,coupl
72,subbed,sub
73,us,us
74,ended,end
75,winning,win
76,3,3
77,1,1
78,almost,almost
79,hat,hat
80,trick,trick
81,pass,pass
82,got,got
83,right,right
84,front,front
85,goal,goal
86,actually,actual
87,go,go
88,let,let
89,spent,spent
90,eight,eight
91,hours,hour
92,working,work
93,yearly,yearli
94,review,review
95,Microsoft,microsoft
96,third,third
97,way,way
98,completed,complet
99,It,It
100,important,import
101,want,want
102,fatty,fatti
103,raise,rais
104,afford,afford
105,new,new
106,car,car
107,570,570
108,month,month
109,rent,rent
110,This,thi
111,happened,happen
112,two,two
113,weekends,weekend
114,ago,ago
115,Eric,eric
116,Jenn,jenn
117,fame,fame
118,town,town
119,grabbed,grab
120,dinner,dinner
121,dessert,dessert
122,good,good
123,long,long
124,enough,enough
125,early,earli
126,morning,morn
127,appointment,appoint
128,call,call
129,around,around
130,9,9
131,PM,PM
132,The,the
133,still,still
134,super,super
135,sweet,sweet
136,To,To
137,measure,measur
138,picked,pick
139,urlLink,urllink
140,G,G
141,Tech,tech
142,Performance,perform
143,Meter,meter
144,Pro,pro
145,chance,chanc
146,try,tri
147,yet,yet
148,Well,well
149,piece,piec
150,flat,flat
151,dry,dri
152,non,non
153,cop,cop
154,infested,infest
155,road,road
156,really,realli
157,wring,wring
158,In,In
159,While,while
160,oh,oh
161,smooth,smooth
162,shifter,shifter
163,becoming,becom
164,less,less
165,There,there
166,hesitation,hesit
167,returns,return
168,neutral,neutral
169,gear,gear
170,seems,seem
171,linkage,linkag
172,jammed,jam
173,Oh,Oh
174,well,well
175,otherwise,otherwis
176,going,go
177,dealer,dealer
178,drive,drive
179,hard,hard
180,grind,grind
181,missed,miss
182,shift,shift
183,If,If
184,problem,problem
185,fault,fault
186,playing,play
187,ton,ton
188,GT3,gt3
189,lately,late
190,Russ,russ
191,moved,move
192,play,play
193,races,race
194,sets,set
195,leave,leav
196,PS2,ps2
197,running,run
198,bit,bit
199,something,someth
200,else,els
201,back,back
202,unmolested,unmolest
203,F1,F1
204,basically,basic
205,How,how
206,many,mani
207,times,time
208,win,win
209,love,love
