,word,lemma
0,Total,total
1,Lunar,lunar
2,Eclipse,eclips
3,Happy,happi
4,Harmonic,harmon
5,Concordance,concord
6,From,from
7,kelleyrosano,kelleyrosano
8,The,the
9,fantastic,fantast
10,opportunity,opportun
11,Above,abov
12,else,els
13,time,time
14,grounded,ground
15,patient,patient
16,wise,wise
17,Your,your
18,life,life
19,never,never
20,one,one
21,event,event
22,Here,here
23,questions,question
24,consider,consid
25,What,what
26,would,would
27,dare,dare
28,dream,dream
29,knew,knew
30,could,could
31,fail,fail
32,Where,where
33,courage,courag
34,dwell,dwell
35,intentions,intent
36,heart,heart
37,desires,desir
38,negative,neg
39,self,self
40,limiting,limit
41,beliefs,belief
42,I,I
43,clean,clean
44,like,like
45,2004,2004
46,need,need
47,right,right
48,feel,feel
49,safe,safe
50,balanced,balanc
51,focused,focus
52,secure,secur
53,grateful,grate
