,word,stem
0,Anyone,anyon
1,helped,help
2,criminal,crimin
3,see,see
4,error,error
5,ways,way
6,victim,victim
7,crime,crime
8,overcome,overcom
9,ordeal,ordeal
10,could,could
11,soon,soon
12,winning,win
13,award,award
14,efforts,effort
15,People,peopl
16,made,made
17,outstanding,outstand
18,contribution,contribut
19,delivering,deliv
20,local,local
21,justice,justic
22,targeted,target
23,bid,bid
24,recognise,recognis
25,complex,complex
26,demanding,demand
27,work,work
28,often,often
29,requires,requir
30,handle,handl
31,difficult,difficult
32,emotional,emot
33,situations,situat
34,Nominations,nomin
35,invited,invit
36,hundreds,hundr
37,volunteers,volunt
38,staff,staff
39,within,within
40,system,system
41,Avon,avon
42,Somerset,somerset
43,keeping,keep
44,communities,commun
45,safe,safe
46,helping,help
47,police,polic
48,achieve,achiev
49,results,result
50,urlLink,urllink
51,Article,articl
52,bath,bath
53,news,news
54,entertainment,entertain
55,jobs,job
56,homes,home
57,cars,car
