,word,stem
0,Wage,wage
1,Peace,peac
2,peace,peac
3,breath,breath
4,Breathe,breath
5,firemen,firemen
6,rubble,rubbl
7,breathe,breath
8,whole,whole
9,buildings,build
10,flocks,flock
11,redwing,redw
12,blackbirds,blackbird
13,terrorists,terrorist
14,sleeping,sleep
15,children,children
16,freshly,freshli
17,mown,mown
18,fields,field
19,confusion,confus
20,maple,mapl
21,trees,tree
22,fallen,fallen
23,lifelong,lifelong
24,friendships,friendship
25,intact,intact
26,listening,listen
27,hearing,hear
28,sirens,siren
29,pray,pray
30,loud,loud
31,Remember,rememb
32,tools,tool
33,flower,flower
34,seeds,seed
35,clothes,cloth
36,pins,pin
37,clean,clean
38,rivers,river
39,Make,make
40,soup,soup
41,Play,play
42,music,music
43,learn,learn
44,word,word
45,thank,thank
46,three,three
47,languages,languag
48,Learn,learn
49,knit,knit
50,make,make
51,hat,hat
52,Think,think
53,chaos,chao
54,dancing,danc
55,raspberries,raspberri
56,imagine,imagin
57,grief,grief
58,outbreath,outbreath
59,beauty,beauti
60,gesture,gestur
61,fish,fish
62,Swim,swim
63,side,side
64,Never,never
65,world,world
66,seemed,seem
67,fresh,fresh
68,precious,preciou
69,Have,have
70,cup,cup
71,tea,tea
72,rejoice,rejoic
73,Act,act
74,armistice,armistic
75,already,alreadi
76,arrived,arriv
77,Don,don
78,wait,wait
79,another,anoth
80,minute,minut
81,Mary,mari
82,Oliver,oliv
