,word,stem
0,More,more
1,referer,refer
2,goodies,goodi
3,chaos,chao
4,programming,program
5,period,period
6,sex,sex
7,double,doubl
8,hand,hand
9,transplant,transplant
10,Blink,blink
11,182,182
12,AIM,aim
13,icons,icon
14,superbowl,superbowl
15,35,35
16,pictures,pictur
17,calendar,calendar
18,ugly,ugli
19,people,peopl
20,farm,farm
21,girls,girl
22,computer,comput
23,slashdot,slashdot
24,fuck,fuck
25,com,com
26,ghost,ghost
27,dog,dog
28,virus,viru
29,Darpa,darpa
30,exoskeleton,exoskeleton
31,site,site
32,violence,violenc
33,web,web
34,terminal,termin
35,OPENBSD,openbsd
