,word,stem
0,Endurance,endur
1,races,race
2,Gran,gran
3,Turismo,turismo
4,3,3
5,bitch,bitch
6,The,the
7,easiest,easiest
8,one,one
9,im,im
10,opinion,opinion
11,Roadster,roadster
12,race,race
13,All,all
14,cars,car
15,stock,stock
16,roadsters,roadster
17,fairly,fairli
18,easy,easi
19,get,get
20,useable,useabl
21,car,car
22,start,start
23,I,I
24,used,use
25,Mazda,mazda
26,LS,LS
27,super,super
28,slick,slick
29,AKA,aka
30,high,high
31,endurance,endur
32,tires,tire
33,It,It
34,took,took
35,70,70
36,minutes,minut
37,complete,complet
38,40,40
39,laps,lap
40,demolished,demolish
41,competition,competit
42,lapped,lap
43,everyone,everyon
44,almost,almost
45,double,doubl
46,slowest,slowest
47,There,there
48,four,four
49,possible,possibl
50,receive,receiv
51,winning,win
52,F688,f688
53,S,S
54,F1,F1
55,Miata,miata
56,1,1
57,8,8
58,RS,RS
59,course,cours
60,got,got
61,worst,worst
62,plain,plain
63,Sigh,sigh
