,word,lemma
0,urlLink,urllink
1,http,http
2,www,www
3,enneagramcentral,enneagramcentr
4,com,com
5,Style,style
6,Four,four
7,Fours,four
8,authenticity,authent
9,deep,deep
10,wide,wide
11,range,rang
12,emotions,emot
13,trust,trust
14,subjective,subject
15,experience,experi
16,make,make
17,life,life
18,decisions,decis
19,They,they
20,frequently,frequent
21,highly,highli
22,esthetic,esthet
23,talent,talent
24,necessarily,necessarili
25,concern,concern
26,developed,develop
27,ability,abil
28,think,think
29,symbolically,symbol
30,This,thi
31,coupled,coupl
32,emotional,emot
33,richness,rich
34,cries,cri
35,artistic,artist
36,expression,express
37,personal,person
38,statement,statement
39,many,mani
40,things,thing
41,way,way
42,dress,dress
43,choice,choic
44,Impressionist,impressionist
45,paintings,paint
46,rather,rather
47,enjoy,enjoy
48,part,part
49,crowd,crowd
50,natural,natur
51,sense,sens
52,aristocracy,aristocraci
53,Taste,tast
54,maintain,maintain
55,determined,determin
56,votes,vote
57,When,when
58,less,less
59,healthy,healthi
60,speech,speech
61,becomes,becom
62,lamentation,lament
63,claim,claim
64,uniqueness,uniqu
65,suffering,suffer
66,often,often
67,develop,develop
68,spirit,spirit
69,entitlement,entitl
70,compensate,compens
71,feeling,feel
72,somehow,somehow
73,defective,defect
74,defect,defect
75,paradoxically,paradox
76,basis,basi
77,deserve,deserv
78,love,love
79,friends,friend
80,suffered,suffer
81,made,made
82,authentic,authent
83,lovable,lovabl
84,may,may
85,know,know
86,Shakespeare,shakespear
87,Dennis,denni
88,Rodman,rodman
89,Nicholas,nichola
90,Cage,cage
91,Marlon,marlon
92,Brando,brando
93,Ann,ann
94,Rice,rice
95,Vampires,vampir
96,depicted,depict
97,Kate,kate
98,Winslet,winslet
99,Vincent,vincent
100,van,van
101,Gogh,gogh
102,Eric,eric
103,Clapton,clapton
104,Michael,michael
105,Jackson,jackson
106,John,john
107,Malkovich,malkovich
108,Thomas,thoma
109,Merton,merton
110,Allen,allen
111,Watts,watt
112,tap3x,tap3x
113,net,net
114,EMBTI,embti
115,journal,journal
116,html,html
117,More,more
118,Personality,person
119,Tests,test
