,word,stem
0,urlLink,urllink
1,Nuclear,nuclear
2,Reactors,reactor
3,Existed,exist
4,Earth,earth
5,Two,two
6,Billion,billion
7,Years,year
8,Ago,ago
9,The,the
10,reactors,reactor
11,unique,uniqu
12,objects,object
13,cannot,cannot
14,found,found
15,anywhere,anywher
16,else,els
17,world,world
18,They,they
19,allow,allow
20,us,us
21,learn,learn
22,lot,lot
23,planet,planet
24,history,histori
25,also,also
26,give,give
27,opportunity,opportun
28,explore,explor
29,consequences,consequ
30,long,long
31,operation,oper
32,nuclear,nuclear
33,Furthermore,furthermor
34,study,studi
35,ancient,ancient
36,helpful,help
37,terms,term
38,developing,develop
39,radioactive,radioact
40,waste,wast
41,disposal,dispos
42,technologies,technolog
