,word,lemma
0,ok,ok
1,morning,morn
2,blood,blood
3,2,2
4,hours,hour
5,breakfast,breakfast
6,92,92
7,delicious,delici
8,black,black
9,tea,tea
10,cream,cream
11,3,3
12,4,4
13,tsp,tsp
14,cinnamon,cinnamon
15,supposed,suppos
16,lower,lower
17,sugar,sugar
18,40min,40min
19,later,later
20,feel,feel
21,im,im
22,getting,get
23,hot,hot
24,etc,etc
25,know,know
26,use,use
27,alot,alot
28,metabo,metabo
29,boosters,booster
30,test,test
31,96,96
32,oh,oh
33,well,well
34,prob,prob
35,wait,wait
36,little,littl
37,longer,longer
38,p,p
