,word,lemma
0,urlLink,urllink
1,September,septemb
2,11,11
3,2001,2001
4,tone,tone
5,America,america
6,changed,chang
7,The,the
8,news,news
9,relentless,relentless
10,none,none
11,good,good
12,Words,word
13,conveyed,convey
14,events,event
15,words,word
16,failed,fail
17,tell,tell
18,emotional,emot
19,tale,tale
20,As,As
21,NPR,npr
22,covered,cover
23,music,music
24,gave,gave
25,listeners,listen
26,time,time
27,reflect,reflect
28,digest,digest
29,images,imag
30,impact,impact
31,So,So
32,many,mani
33,letters,letter
34,came,came
35,telling,tell
36,us,us
37,comforted,comfort
38,In,In
39,wake,wake
40,happened,happen
41,I,I
42,surprised,surpris
43,anyone,anyon
44,would,would
45,take,take
46,mention,mention
47,seemed,seem
48,trivial,trivial
49,compared,compar
50,weeks,week
51,reminded,remind
52,composers,compos
53,score,score
54,players,player
55,perform,perform
56,Together,togeth
57,create,creat
58,magnificence,magnific
59,goes,goe
60,beyond,beyond
61,spoken,spoken
62,word,word
63,touching,touch
64,ear,ear
65,reaching,reach
66,soul,soul
67,put,put
68,together,togeth
69,part,part
70,answer,answer
71,wondering,wonder
72,played,play
73,precise,precis
74,record,record
75,keeping,keep
76,impossible,imposs
77,also,also
78,aural,aural
79,snapshot,snapshot
80,small,small
81,way,way
82,tries,tri
83,capture,captur
84,nation,nation
85,shaken,shaken
86,hope,hope
87,find,find
88,comfort,comfort
89,edition,edit
90,All,all
91,Songs,song
92,Considered,consid
93,Bob,bob
94,Boilen,boilen
95,Director,director
96,Things,thing
