,word,stem
0,I,I
1,decided,decid
2,add,add
3,blogs,blog
4,page,page
5,realised,realis
6,blog,blog
7,would,would
8,come,come
9,peoples,peopl
10,way,way
11,bottom,bottom
12,change,chang
13,name,name
14,A,A
15,Blog,blog
16,Formerly,formerli
17,Known,known
18,As,As
19,My,My
20,Ramblings,rambl
21,Rants,rant
22,hahahah,hahahah
23,Invincible,invinc
24,may,may
25,original,origin
26,invincible,invinc
27,urlLink,urllink
28,Tracy,traci
29,dropped,drop
30,line,line
31,saying,say
32,lazy,lazi
33,bum,bum
34,quite,quit
35,haha,haha
36,actually,actual
37,asked,ask
38,abusive,abus
39,say,say
40,heeheehee,heeheehe
