,word,stem
0,urlLink,urllink
1,NASA,nasa
2,researcher,research
3,Rick,rick
4,Briggs,brigg
5,written,written
6,In,In
7,ancient,ancient
8,India,india
9,intention,intent
10,discover,discov
11,truth,truth
12,consuming,consum
13,process,process
14,discovered,discov
15,perhaps,perhap
16,perfect,perfect
17,tool,tool
18,fulfilling,fulfil
19,search,search
20,world,world
21,ever,ever
22,known,known
23,Sanskrit,sanskrit
24,language,languag
25,There,there
26,least,least
27,one,one
28,duration,durat
29,almost,almost
30,1000,1000
31,years,year
32,living,live
33,spoken,spoken
34,considerable,consider
35,literature,literatur
36,Besides,besid
37,works,work
38,literary,literari
39,value,valu
40,long,long
41,philosophical,philosoph
42,grammatical,grammat
43,tradition,tradit
44,continued,continu
45,exist,exist
46,undiminished,undiminish
47,vigor,vigor
48,present,present
49,century,centuri
50,Among,among
51,accomplishments,accomplish
52,grammarians,grammarian
53,reckoned,reckon
54,method,method
55,paraphrasing,paraphras
56,manner,manner
57,identical,ident
58,essence,essenc
59,form,form
60,current,current
61,work,work
62,Artificial,artifici
63,Intelligence,intellig
64,This,thi
65,article,articl
66,demonstrates,demonstr
67,natural,natur
68,serve,serv
69,artificial,artifici
70,also,also
71,much,much
72,AI,AI
73,reinventing,reinvent
74,wheel,wheel
75,millennia,millennia
76,old,old
77,The,the
78,discovery,discoveri
79,monumental,monument
80,significance,signific
81,It,It
82,mind,mind
83,boggling,boggl
84,consider,consid
85,available,avail
86,us,us
87,4,4
88,7000,7000
89,appears,appear
90,every,everi
91,respect,respect
92,designed,design
93,enlightened,enlighten
94,communication,commun
95,But,but
96,stunning,stun
97,aspect,aspect
98,advanced,advanc
99,research,research
100,center,center
101,cutting,cut
102,edge,edg
103,technology,technolog
104,oldest,oldest
105,spiritual,spiritu
106,unambiguous,unambigu
107,planet,planet
108,Considering,consid
109,status,statu
110,implication,implic
111,age,age
112,dichotomy,dichotomi
113,religion,religion
114,science,scienc
115,entirely,entir
116,unjustified,unjustifi
117,relevant,relev
118,note,note
119,last,last
120,decade,decad
121,physicists,physicist
122,begun,begun
123,comment,comment
124,striking,strike
125,similarities,similar
126,discoveries,discoveri
127,made,made
128,thousands,thousand
129,ago,ago
130,went,went
131,basis,basi
132,Eastern,eastern
133,religions,religion
134,Why,whi
135,endured,endur
136,Fundamentally,fundament
137,generates,gener
138,clarity,clariti
139,inspiration,inspir
140,And,and
141,directly,directli
142,responsible,respons
143,brilliance,brillianc
144,creative,creativ
145,expression,express
146,rarely,rare
147,seen,seen
148,Another,anoth
149,hope,hope
150,return,return
151,lies,lie
152,computers,comput
153,fit,fit
154,precision,precis
155,play,play
156,computer,comput
157,tools,tool
158,awaken,awaken
159,capacity,capac
160,human,human
161,beings,be
162,utilize,util
163,innate,innat
164,higher,higher
165,mental,mental
166,faculty,faculti
167,momentum,momentum
168,would,would
169,inevitably,inevit
170,transform,transform
171,fact,fact
172,mere,mere
173,learning,learn
174,large,larg
175,numbers,number
176,people,peopl
177,represents,repres
178,quantum,quantum
179,leap,leap
180,consciousness,conscious
181,mention,mention
182,rich,rich
183,endowment,endow
184,provide,provid
185,arena,arena
186,future,futur
187,source,sourc
188,Knowledge,knowledg
189,Representation,represent
190,By,By
191,Magazine,magazin
192,6,6
193,1,1
194,32,32
195,39,39
196,1985,1985
