,word,stem
0,Smite,smite
1,urlLink,urllink
2,God,god
3,Considers,consid
4,Smiting,smite
5,Bible,bibl
6,Pirates,pirat
7,Vatican,vatican
8,City,citi
9,rule,rule
10,smiting,smite
11,final,final
12,measure,measur
13,share,share
14,famous,famou
15,work,work
16,Internet,internet
17,This,thi
18,marks,mark
19,first,first
20,time,time
21,deity,deiti
22,spoken,spoken
23,IT,IT
24,related,relat
25,questions,question
26,since,sinc
27,Steve,steve
28,Jobs,job
29,temporarily,temporarili
30,Enlightened,enlighten
31,touching,touch
32,One,one
33,True,true
34,iMac,imac
35,years,year
36,ago,ago
37,Authorized,author
38,Version,version
39,Citing,cite
40,misuse,misus
41,His,hi
42,word,word
43,misquotation,misquot
44,putting,put
45,hardworking,hardwork
46,printers,printer
47,said,said
48,would,would
49,start,start
50,hunting,hunt
51,pirating,pirat
52,around,around
53,globe,globe
54,I,I
55,defend,defend
56,world,world
57,brand,brand
58,distinctive,distinct
59,likenesses,like
60,livelihood,livelihood
61,create,creat
62,distribute,distribut
63,legal,legal
64,copies,copi
65,Sure,sure
66,live,live
67,bread,bread
68,alone,alon
69,website,websit
70,hits,hit
71,someone,someon
72,else,els
73,mind,mind
74,pay,pay
75,bills,bill
76,folks,folk
77,Since,sinc
78,large,larg
79,portions,portion
80,many,mani
81,centuries,centuri
82,old,old
83,people,peopl
84,believe,believ
85,public,public
86,domain,domain
87,Not,not
88,Look,look
89,copyright,copyright
90,laws,law
91,based,base
92,something,someth
93,like,like
94,author,author
95,lifetime,lifetim
96,plus,plu
97,let,let
98,say,say
99,15,15
100,News,new
101,flash,flash
102,still,still
103,jealous,jealou
104,He,He
105,means,mean
106,unreasonable,unreason
107,If,If
108,person,person
109,stop,stop
110,distributing,distribut
111,My,My
112,copyrighted,copyright
113,materials,materi
114,consequences,consequ
115,Like,like
116,hate,hate
117,love,love
118,pirate,pirat
119,Link,link
