,word,lemma
0,urlLink,urllink
1,Scotsman,scotsman
2,com,com
3,News,new
4,Latest,latest
5,Met,met
6,Police,polic
7,Sued,su
8,Terror,terror
9,Suspect,suspect
10,Arrests,arrest
11,The,the
12,wife,wife
13,brother,brother
14,Algerian,algerian
15,pilot,pilot
16,accused,accus
17,training,train
18,September,septemb
19,11,11
20,2001,2001
21,hijackers,hijack
22,launched,launch
23,legal,legal
24,action,action
25,sue,sue
26,British,british
27,police,polic
28,today,today
29,Lotfi,lotfi
30,Raissi,raissi
31,detained,detain
32,near,near
33,London,london
34,21,21
35,indicted,indict
36,federal,feder
37,grand,grand
38,jury,juri
39,US,US
40,state,state
41,Arizona,arizona
42,prosecutors,prosecutor
43,described,describ
44,time,time
45,one,one
46,prime,prime
47,terrorism,terror
48,suspects,suspect
49,A,A
50,judge,judg
51,refused,refus
52,extradite,extradit
53,however,howev
54,released,releas
55,custody,custodi
56,said,said
57,authorities,author
58,provided,provid
59,evidence,evid
60,link,link
61,27,27
62,year,year
63,old,old
64,Sonja,sonja
65,Mohamed,moham
66,began,began
67,High,high
68,Court,court
69,proceedings,proceed
70,Commissioner,commission
71,Sir,sir
72,John,john
73,Stevens,steven
74,claiming,claim
75,wrongly,wrongli
76,arrested,arrest
77,anti,anti
78,terrorist,terrorist
