,word,stem
0,urlLink,urllink
1,What,what
2,really,realli
3,happened,happen
4,Port,port
5,Chicago,chicago
6,1944,1944
7,nuclear,nuclear
8,explosion,explos
9,A,A
10,major,major
11,disaster,disast
12,always,alway
13,remain,remain
14,mystery,mysteri
15,often,often
16,time,time
17,sparks,spark
18,interest,interest
19,conspiracy,conspiraci
20,theorists,theorist
21,In,In
22,cases,case
23,erodes,erod
24,evidence,evid
25,But,but
26,case,case
27,wiped,wipe
28,U,U
29,S,S
30,military,militari
31,scientific,scientif
32,community,commun
33,good,good
34,record,record
35,keepers,keeper
36,Because,becaus
37,existing,exist
38,records,record
39,court,court
40,martial,martial
41,50,50
42,black,black
43,sailors,sailor
44,various,variou
45,Los,lo
46,Alamos,alamo
47,reports,report
48,agencies,agenc
49,media,media
50,provide,provid
51,succinct,succinct
52,road,road
53,map,map
54,via,via
