,word,lemma
0,urlLink,urllink
1,Forced,forc
2,medication,medic
3,When,when
4,violate,violat
5,rights,right
6,A,A
7,St,St
8,Louis,loui
9,dentist,dentist
10,accused,accus
11,insurance,insur
12,Medicaid,medicaid
13,fraud,fraud
14,fighting,fight
15,effort,effort
16,US,US
17,government,govern
18,forcibly,forcibl
19,inject,inject
20,antipsychotic,antipsychot
21,drugs,drug
22,render,render
23,competent,compet
24,stand,stand
25,trial,trial
26,For,for
27,nearly,nearli
28,four,four
29,years,year
30,Charles,charl
31,Thomas,thoma
32,Sell,sell
33,fought,fought
34,losing,lose
35,court,court
36,battle,battl
37,avoid,avoid
38,unwanted,unwant
39,He,He
40,says,say
41,form,form
42,authorized,author
43,mind,mind
44,control,control
45,violation,violat
46,First,first
47,Amendment,amend
48,right,right
49,freedom,freedom
50,thought,thought
51,Insanity,insan
52,Goes,goe
53,Back,back
54,Trial,trial
55,The,the
56,Association,associ
57,American,american
58,Physicians,physician
59,Surgeons,surgeon
60,amicus,amicu
61,brief,brief
62,warns,warn
63,draws,draw
64,analogy,analog
65,Mr,Mr
66,Winston,winston
67,Smith,smith
68,hero,hero
69,Orwell,orwel
70,1984,1984
71,Center,center
72,Cognitive,cognit
73,Liberty,liberti
74,Ethics,ethic
75,contends,contend
76,administering,administ
77,medications,medic
78,would,would
79,cognitive,cognit
80,censorship,censorship
81,obligation,oblig
82,think,think
83,way,way
84,wants,want
85,Civil,civil
86,Liberties,liberti
87,Union,union
88,National,nation
89,Criminal,crimin
90,Defense,defens
91,Lawyers,lawyer
92,lodged,lodg
93,similar,similar
94,protests,protest
