,word,stem
0,Do,Do
1,use,use
2,beater,beater
3,bar,bar
4,vac,vac
5,means,mean
6,Even,even
7,bristles,bristl
8,soft,soft
9,takes,take
10,one,one
11,paperclip,paperclip
12,get,get
13,caught,caught
14,really,realli
15,mess,mess
16,floors,floor
17,As,As
18,far,far
19,wheels,wheel
20,go,go
21,best,best
22,either,either
23,No,No
24,I,I
25,expect,expect
26,appliance,applianc
27,float,float
28,floor,floor
29,mysteriously,mysteri
30,damaged,damag
31,plastic,plastic
32,metal,metal
33,wheel,wheel
34,cause,caus
35,considerable,consider
36,damage,damag
37,short,short
38,amount,amount
39,time,time
40,Expect,expect
41,higher,higher
42,maintainence,maintain
43,wood,wood
44,carpet,carpet
45,clean,clean
46,often,often
47,Carpet,carpet
48,acts,act
49,filter,filter
50,absorbs,absorb
51,dust,dust
52,dirt,dirt
53,Wood,wood
54,dark,dark
55,stained,stain
56,red,red
57,oak,oak
58,finish,finish
59,tung,tung
60,oil,oil
61,flooring,floor
62,thru,thru
63,home,home
64,always,alway
65,used,use
66,mop,mop
67,sometimes,sometim
68,lightly,lightli
69,mist,mist
70,water,water
71,dustpan,dustpan
72,warm,warm
73,wrung,wrung
74,till,till
75,almost,almost
76,dry,dri
77,damp,damp
78,My,My
79,mother,mother
80,lives,live
81,old,old
82,family,famili
83,built,built
84,1870s,1870
85,never,never
86,vacuum,vacuum
87,beautiful,beauti
88,Another,anoth
89,good,good
90,workable,workabl
91,cheap,cheap
92,solution,solut
93,small,small
94,shop,shop
95,bought,bought
96,2Gal,2gal
97,2,2
98,0,0
99,HP,HP
100,sized,size
101,Lowes,low
102,29,29
103,sucks,suck
104,everything,everyth
105,including,includ
106,drapes,drape
107,Also,also
108,quick,quick
109,cleanups,cleanup
110,pet,pet
111,hair,hair
112,balls,ball
113,like,like
114,swifter,swifter
