,word,stem
0,urlLink,urllink
1,Giant,giant
2,hotdog,hotdog
3,sparks,spark
4,Pentagon,pentagon
5,security,secur
6,alert,alert
7,The,the
8,crew,crew
9,27,27
10,foot,foot
11,long,long
12,hot,hot
13,dog,dog
14,wheels,wheel
15,questioned,question
16,police,polic
17,straying,stray
18,restricted,restrict
19,road,road
20,near,near
21,Story,stori
22,Moosylvania,moosylvania
23,Jay,jay
24,said,said
25,We,We
26,see,see
27,President,presid
28,Kennedy,kennedi
29,want,want
30,statehood,statehood
31,And,and
32,guy,guy
33,Turn,turn
34,around,around
35,get,get
36,You,you
37,know,know
38,could,could
39,civil,civil
40,I,I
41,mean,mean
42,turn,turn
43,No,No
44,like,like
45,attitude,attitud
46,Of,Of
47,course,cours
48,started,start
49,unbuckle,unbuckl
50,revolver,revolv
51,panicked,panick
52,let,let
53,Well,well
54,man,man
55,absolutely,absolut
56,rude,rude
57,turned,turn
58,left,left
