,word,stem
0,urlLink,urllink
1,Post,post
2,9,9
3,11,11
4,Hollywood,hollywood
5,The,the
6,Films,film
7,They,they
8,Dare,dare
9,Not,not
10,Make,make
11,Today,today
12,Try,tri
13,pitching,pitch
14,studio,studio
15,today,today
16,movie,movi
17,ends,end
18,hero,hero
19,blowing,blow
20,skyscraper,skyscrap
21,No,No
22,better,better
23,A,A
24,whole,whole
25,skyline,skylin
26,full,full
27,skyscrapers,skyscrap
28,Yes,ye
29,American,american
30,city,citi
31,See,see
32,terrorist,terrorist
33,finds,find
34,true,true
35,love,love
36,end,end
37,film,film
38,got,got
39,romance,romanc
40,And,and
41,final,final
42,scene,scene
43,lady,ladi
44,stand,stand
45,romantic,romant
46,silhouette,silhouett
47,panoramic,panoram
48,view,view
49,entire,entir
50,majestically,majest
51,aglow,aglow
52,explosions,explos
53,come,come
54,crumbling,crumbl
