,word,stem
0,On,On
1,date,date
2,1973,1973
3,Bruce,bruce
4,Lee,lee
5,Died,die
6,arguably,arguabl
7,greatest,greatest
8,martial,martial
9,artist,artist
10,modern,modern
11,times,time
12,died,die
13,brain,brain
14,edema,edema
15,Hong,hong
16,Kong,kong
17,age,age
18,32,32
19,While,while
20,cause,caus
21,never,never
22,determined,determin
23,doctors,doctor
24,believed,believ
25,due,due
26,hypersensitivity,hypersensit
27,medication,medic
28,He,He
29,prior,prior
30,release,releas
31,last,last
32,film,film
33,Enter,enter
34,Dragon,dragon
