,word,stem
0,Wow,wow
1,guys,guy
2,rough,rough
3,For,for
4,whatever,whatev
5,reason,reason
6,107,107
7,7,7
8,The,the
9,End,end
10,Seattle,seattl
11,took,took
12,Andy,andi
13,Savage,savag
14,morning,morn
15,show,show
16,I,I
17,could,could
18,probably,probabl
19,look,look
20,really,realli
21,patience,patienc
22,right,right
23,couple,coupl
24,months,month
25,would,would
26,play,play
27,hour,hour
28,long,long
29,themed,theme
30,blocks,block
31,music,music
32,80s,80
33,punk,punk
34,new,new
35,wave,wave
36,grunge,grung
37,etc,etc
38,Finally,final
39,brought,brought
40,Marconi,marconi
41,Tiny,tini
42,program,program
43,About,about
44,month,month
45,changed,chang
46,formats,format
47,dropped,drop
48,Sucks,suck
49,At,At
50,time,time
51,two,two
52,radio,radio
53,stations,station
54,station,station
55,Porkland,porkland
56,infantile,infantil
57,name,name
58,Portland,portland
59,Well,well
60,looks,look
61,like,like
62,got,got
63,urlLink,urllink
64,booted,boot
65,well,well
66,joking,joke
67,Berg,berg
68,beheading,behead
69,D,D
70,oh,oh
