,word,lemma
0,How,how
1,random,random
2,urlLink,urllink
3,Modern,modern
4,Humorist,humorist
5,fairly,fairli
6,funny,funni
7,site,site
8,I,I
9,discovered,discov
10,Just,just
11,like,like
12,The,the
13,Onion,onion
14,awhile,awhil
15,back,back
16,mentioned,mention
17,hometown,hometown
18,Livonia,livonia
19,Michigan,michigan
20,It,It
21,buried,buri
22,near,near
23,bottom,bottom
24,keep,keep
25,reading,read
26,That,that
27,place,place
28,strip,strip
29,mall,mall
30,100,100
31,000,000
32,people,peopl
33,98,98
34,white,white
35,city,citi
36,worthy,worthi
37,mention,mention
