,word,lemma
0,All,all
1,Media,media
2,reporting,report
3,seems,seem
4,concentrating,concentr
5,fact,fact
6,single,singl
7,yahoo,yahoo
8,group,group
9,banned,ban
10,matter,matter
11,It,It
12,entire,entir
13,Yahoo,yahoo
14,Groups,group
15,sub,sub
16,domain,domain
17,urlLink,urllink
18,groups,group
19,com,com
20,The,the
21,ultimate,ultim
22,irony,ironi
23,tht,tht
24,everyone,everyon
25,know,know
26,knows,know
27,atleast,atleast
28,worldwide,worldwid
29,india,india
30,people,peopl
31,read,read
32,dissidents,dissid
33,say,say
34,censorship,censorship
35,made,made
36,famous,famou
37,rather,rather
38,consign,consign
39,oblivion,oblivion
40,intention,intent
41,IT,IT
42,ACT,act
43,2000,2000
44,says,say
45,allos,allo
46,balanced,balanc
47,flow,flow
48,information,inform
49,bullshit,bullshit
50,plain,plain
51,simple,simpl
52,What,what
53,pissing,piss
54,hey,hey
55,even,even
56,properly,properli
