,word,lemma
0,Welcome,welcom
1,back,back
2,Well,well
3,sort,sort
4,I,I
5,discovered,discov
6,old,old
7,blog,blog
8,2000,2000
9,still,still
10,blogger,blogger
11,com,com
12,server,server
13,read,read
14,thirteen,thirteen
15,posts,post
16,really,realli
17,dull,dull
18,deleted,delet
19,It,It
20,days,day
21,living,live
22,Dad,dad
23,uni,uni
24,working,work
25,Pilks,pilk
26,month,month
27,two,two
28,went,went
29,work,work
30,USA,usa
31,would,would
32,made,made
33,much,much
34,interesting,interest
35,done,done
36,Tomorrow,tomorrow
37,London,london
38,induction,induct
39,meeting,meet
40,new,new
41,company,compani
42,relieved,reliev
43,leave,leav
44,NCorp,ncorp
45,given,given
46,place,place
47,thought,thought
48,sure,sure
49,great,great
50,3,3
51,months,month
52,ago,ago
53,got,got
54,job,job
55,urlLink,urllink
56,pangalactic,pangalact
57,bellwether,bellweth
58,miserable,miser
59,notice,notic
60,periods,period
61,kind,kind
62,taken,taken
63,sparkle,sparkl
64,bit,bit
65,At,At
66,least,least
67,train,train
68,ride,ride
69,give,give
70,time,time
71,write,write
72,manda,manda
73,touch,touch
74,since,sinc
75,wedding,wed
76,bad,bad
77,pen,pen
78,pal,pal
