,word,lemma
0,urlLink,urllink
1,Bohemian,bohemian
2,Grove,grove
3,A,A
4,lodge,lodg
5,gone,gone
6,black,black
7,The,the
8,presence,presenc
9,many,mani
10,powerful,power
11,men,men
12,meeting,meet
13,secret,secret
14,led,led
15,critics,critic
16,speculate,specul
17,something,someth
18,going,go
19,Some,some
20,claim,claim
21,important,import
22,public,public
23,policy,polici
24,decisions,decis
25,made,made
26,Others,other
27,point,point
28,gatherings,gather
29,bizarre,bizarr
30,opening,open
31,ceremony,ceremoni
32,mock,mock
33,human,human
34,sacrifice,sacrific
35,occurs,occur
36,evidence,evid
37,occult,occult
38,activity,activ
39,Still,still
40,others,other
41,say,say
42,two,two
43,week,week
44,sojourn,sojourn
45,provides,provid
46,cover,cover
47,rich,rich
48,change,chang
49,back,back
50,original,origin
51,form,form
52,shape,shape
53,shifting,shift
54,reptilian,reptilian
55,species,speci
56,came,came
57,another,anoth
58,planet,planet
59,thousands,thousand
60,years,year
61,ago,ago
62,My,My
63,money,money
64,reptiles,reptil
65,via,via
66,Surfing,surf
67,Apocalypse,apocalyps
