,word,lemma
0,Watcher,watcher
1,John,john
2,reports,report
3,urlLink,urllink
4,Zombie,zombi
5,gives,give
6,brains,brain
7,seeks,seek
8,record,record
9,sales,sale
10,instead,instead
11,Austin,austin
12,Texas,texa
13,It,It
14,established,establish
15,persons,person
16,recently,recent
17,died,die
18,returning,return
19,life,life
20,selling,sell
21,records,record
22,Wide,wide
23,spread,spread
24,investigation,investig
25,funeral,funer
26,homes,home
27,morgues,morgu
28,hospitals,hospit
29,concluded,conclud
30,unburied,unburi
31,dead,dead
32,coming,come
33,back,back
34,seeking,seek
35,contracts,contract
36,hard,hard
37,us,us
38,believe,believ
39,reporting,report
40,seem,seem
41,fact,fact
42,Another,anoth
43,Save,save
44,Roky,roki
45,event,event
46,Waterloo,waterloo
47,Records,record
48,Friday,friday
49,January,januari
50,9th,9th
51,Erickson,erickson
52,5PM,5pm
53,SIGNING,sign
54,ONLY,onli
55,else,els
56,expect,expect
57,Video,video
58,Inc,inc
59,600A,600a
60,North,north
61,Lamar,lamar
62,Blvd,blvd
63,78703,78703
64,dot,dot
65,com,com
66,net,net
67,wish,wish
68,I,I
69,could,could
