,word,stem
0,today,today
1,best,best
2,spam,spam
3,DEAR,dear
4,SIR,sir
5,MADAM,madam
6,HOW,how
7,DO,DO
8,YOU,you
9,WE,WE
10,CAN,can
11,SUPPLY,suppli
12,HIGH,high
13,QUALITY,qualiti
14,FLYING,fli
15,SHOES,shoe
16,SUCH,such
17,LET,let
18,BOTH,both
19,WALK,walk
20,NORMALLY,normal
21,AND,and
22,SLIDE,slide
23,AS,AS
24,IT,IT
25,IS,IS
26,A,A
27,SORT,sort
28,OF,OF
29,FASHIONABLE,fashion
30,PRODUCT,product
31,THE,the
32,FOB,fob
33,PRICE,price
34,USD,usd
35,7,7
36,70,70
37,PER,per
38,PAIR,pair
39,WELCOME,welcom
40,ORDER,order
41,PLEASE,pleas
42,LOOK,look
43,DETAILS,detail
44,WITH,with
45,PHOTOS,photo
46,FROM,from
47,http,http
48,www,www
49,chunpai,chunpai
50,com,com
51,flyingshoe,flyingsho
52,htm,htm
53,ALSO,also
54,HAVE,have
55,WOOD,wood
56,BAMOO,bamoo
57,MATS,mat
58,FLOORING,floor
59,ALUMINU,aluminu
60,PLASTIC,plastic
61,DECORATE,decor
62,PANELS,panel
63,ETC,etc
64,THEM,them
65,first,first
66,english,english
67,BEST,best
68,REGARDS,regard
69,MR,MR
70,TAN,tan
71,LONG,long
72,SATRAP,satrap
73,GUILIN,guilin
74,LINGUI,lingui
75,SHENGPING,shengp
76,XIAOXUE,xiaoxu
77,BAMBOO,bamboo
78,MANUFACTORY,manufactori
79,ADDRESS,address
80,No,No
81,229,229
82,RONGSHAN,rongshan
83,ROAD,road
84,GUANG,guang
85,CHINA,china
86,TEL,tel
87,FAX,fax
88,86,86
89,773,773
90,5592687,5592687
91,E,E
92,MAIL,mail
93,public,public
94,glptt,glptt
95,gx,gx
96,cn,cn
97,WEB,web
98,SITE,site
