,frequency
urlLink,2
Guru,1
of,3
Ganja,1
Found,1
Guilty,1
Marijuana,1
Cultivation,1
Under,1
strict,1
orders,1
from,1
U,1
S,1
District,1
Judge,1
Charles,1
Breyer,1
Rosenthal,1
was,2
never,1
able,1
to,2
tell,1
the,3
jury,1
that,1
he,1
growing,1
marijuana,4
as,2
an,1
officer,1
for,1
city,1
Oakland,2
s,3
medical,2
program,2
and,2
others,1
throughout,1
California,1
were,1
authorized,1
under,1
Proposition,1
215,1
Eight,1
other,1
states,1
also,1
allow,1
sick,1
dying,1
smoke,1
or,1
grow,1
with,1
a,2
doctor,1
recommendation,1
But,1
federal,1
authorities,1
do,1
not,1
recognize,1
those,1
laws,1
There,1
is,1
no,1
such,1
thing,1
said,1
Richard,1
Meyer,1
DEA,1
spokesman,1
We,1
re,1
Americans,1
first,1
Californians,1
second,1
via,1
