,frequency
urlLink,2
Sci,1
Fi,1
War,1
Uniforms,1
the,3
military,1
uniform,1
of,2
futurenot,1
just,2
light,1
as,3
silk,1
and,2
bulletproof,1
but,1
able,1
to,4
rapidly,1
change,1
at,1
molecular,1
level,1
adapt,1
biological,1
chemical,1
threats,1
Is,1
that,1
anthrax,1
ahead,1
The,2
material,1
converts,1
into,2
an,2
impermeable,1
shield,1
Body,1
gets,1
injured,1
pant,1
leg,1
morphs,1
a,4
splint,1
or,1
even,1
forms,1
artificial,1
muscle,1
Nanosensors,1
would,1
also,1
transmit,1
soldiers,1
vital,1
signs,1
back,1
medical,1
team,1
well,1
monitor,1
his,1
breath,1
for,1
increased,1
nitric,1
oxide,1
which,1
is,1
sign,1
stress,1
via,1
