,frequency
Your,1
papers,1
please,1
Uh,1
I,3
only,1
have,1
a,5
pipe,1
man,1
urlLink,2
Zen,1
you,1
d,1
bitter,1
come,1
vit,1
me,1
via,1
believe,2
authoritarians,1
are,1
manufacturing,1
and,2
manipulating,1
public,1
fears,1
about,1
drug,2
use,1
in,1
order,1
to,3
create,1
police,1
state,1
where,1
much,1
broader,1
agenda,1
of,1
social,1
control,1
can,1
be,1
implemented,1
using,1
government,1
power,1
determine,3
what,1
movies,1
we,4
may,4
watch,1
who,1
love,2
how,1
them,1
whether,1
or,1
must,1
pray,1
deity,1
the,1
war,2
on,2
users,1
masks,1
democracy,1
Richard,1
Lawrence,1
Miller,1
