,frequency
urlLink,3
Welcome,1
to,7
Earth,1
meet,1
the,6
leaders,1
The,1
world,4
isn,1
t,1
run,2
by,2
a,5
clever,1
cabal,1
It,1
s,1
about,1
5,1
000,1
bickering,1
sometimes,1
charming,1
usually,1
arrogant,1
mostly,1
male,1
people,1
who,1
are,1
accustomed,1
living,1
in,1
either,1
phenomenal,1
wealth,1
or,1
great,1
personal,1
power,1
A,1
few,1
have,2
both,1
Many,1
of,5
them,2
turn,1
out,1
be,1
remarkably,1
naive,1
Liberal,1
elitist,1
disingenuinity,1
Laurie,1
Garrett,1
was,2
not,1
happy,2
her,1
email,1
shared,1
with,2
She,1
even,1
less,1
that,1
Internet,1
addicts,1
had,1
wasted,1
such,2
extensive,1
time,1
and,2
effort,1
on,1
an,1
extraordinarily,1
silly,1
exercise,1
Her,1
message,1
ends,1
peroration,1
Be,1
citizen,1
real,1
invokes,1
image,1
William,1
Shatner,1
telling,1
convention,1
Star,1
Trek,1
fans,1
get,1
life,1
via,1
