,frequency
urlLink,2
A,1
maybe,3
state,1
of,3
mind,1
Thirty,1
years,1
ago,1
on,1
July,1
23,1
1973,1
Robert,1
Anton,1
Wilson,1
got,1
a,6
message,1
from,4
an,1
extraterrestrial,1
Sirius,1
Or,1
it,2
was,3
6,1
foot,1
tall,1
white,1
rabbit,1
County,1
Kerry,1
Whoever,1
Wilsons,1
messenger,1
he,2
concedes,1
that,2
just,3
talking,1
to,3
himself,1
came,1
in,2
time,2
also,1
save,1
me,2
being,1
Cosmic,1
Schmuck,1
my,1
own,1
copy,1
the,2
limited,1
edition,1
Maybe,1
Logic,1
DVD,1
arrived,1
today,1
Including,1
bearer,1
card,1
makes,1
TZAR,1
authorized,1
by,1
The,2
House,1
Apostles,1
Of,1
Eris,1
I,1
wanted,1
be,1
POPE,1
but,1
what,1
hell,1
you,2
pays,1
your,2
money,1
takes,1
chances,1
