,frequency
urlLink,4
What,1
Did,1
Poe,3
Know,1
About,1
Cosmology,1
The,1
language,1
is,2
vague,1
and,3
convoluted,1
some,1
details,1
are,1
wrong,1
had,1
no,2
concept,1
of,5
relativity,1
it,1
makes,1
sense,1
today,1
to,1
speak,1
the,6
universe,1
exploding,1
into,1
previously,1
vacant,1
space,2
but,1
here,1
unmistakably,1
a,2
crude,1
description,1
Big,1
Bang,1
theory,1
that,1
didn,1
t,1
find,1
mainstream,1
approval,1
until,1
1960,1
s,1
via,1
Edgar,1
Allan,1
Cosmologist,1
HP,1
Lovecraft,1
predicted,1
existence,1
horribly,1
betentacled,1
monstrosities,1
from,1
outside,1
we,1
know,1
long,1
before,1
they,1
were,1
first,1
discovered,1
lukring,1
unspeakably,1
behind,1
bricked,1
off,1
rooms,1
in,1
basement,1
DARPA,1
