,frequency
urlLink,1
Laser,1
weapon,1
destroys,1
artillery,1
fire,1
The,1
US,1
army,1
is,1
currently,1
researching,1
a,1
variety,1
of,3
different,1
combat,1
laser,2
systems,2
It,1
has,1
developed,1
powerful,1
ground,1
and,1
air,1
based,1
lasers,1
for,2
targeting,1
long,1
range,1
missiles,1
as,2
well,1
smaller,1
fighter,1
plane,1
capable,1
striking,1
other,1
aircraft,2
or,1
anti,1
batteries,1
But,1
some,1
these,1
projects,1
have,1
been,1
criticised,1
potentially,1
contravening,1
the,1
Geneva,1
Convention,1
s,1
ban,1
on,1
weapons,1
that,1
can,1
blind,1
people,1
