,frequency
urlLink,3
American,2
officer,2
kept,1
his,1
silence,1
for,1
two,1
years,2
An,1
who,1
wished,1
to,3
remain,1
anonymous,1
affirmed,1
that,2
aliens,2
took,2
part,1
in,2
a,1
military,1
exercise,1
place,1
Arkansas,1
several,1
ago,1
He,1
goes,1
on,1
describe,1
the,2
alien,1
s,1
appearance,1
just,1
what,1
you,1
have,1
come,1
expect,1
little,1
dudes,1
with,1
big,2
heads,1
and,2
eyes,1
But,1
does,1
not,1
mention,1
any,1
weaponry,1
so,1
must,1
be,1
kung,1
fu,1
motherfuckers,1
like,1
Yoda,1
I,1
guess,1
Via,1
NWD,1
Daily,1
Rotten,1
