,frequency
urlLink,3
The,3
Hollywood,1
Roots,1
of,4
the,13
First,3
Earth,4
Battalion,4
ideas,2
circulated,1
by,3
this,1
mythical,1
force,1
began,1
with,1
combat,1
collective,1
conscience,1
principal,1
that,1
if,3
any,1
contest,1
is,1
viewed,1
television,1
audience,1
it,1
will,1
be,1
judged,1
in,2
end,1
on,3
ethical,1
superiority,1
Thus,1
cameras,1
mounted,1
dune,1
buggies,1
Army,1
War,1
College,1
has,1
most,1
exhaustive,1
instructional,1
materials,1
peacekeeping,1
All,1
these,1
were,1
first,1
represented,1
thinkers,1
and,2
manual,1
you,3
have,2
Channon,2
s,3
statement,1
may,1
sound,1
hyperbolic,1
but,1
substitute,1
CNN,1
for,2
EARTH,1
BATTALION,1
satellite,1
following,2
document,1
then,1
a,1
good,1
description,1
United,1
States,1
military,1
foreign,1
policy,1
1990s,1
despite,1
hyperbole,1
New,1
Age,1
jargon,1
crystal,1
ball,1
proved,1
clearer,1
than,1
cynics,1
probably,1
expected,1
And,1
nothing,1
else,1
paper,1
does,1
suggest,1
why,1
drug,1
testing,1
became,1
common,1
all,1
ranks,1
during,1
mid,1
1980s,1
via,1
Manual,1
PDF,1
