,frequency
urlLink,1
The,1
New,1
Cold,2
War,2
A,2
decade,1
after,1
the,4
end,1
of,4
good,1
old,2
fashioned,1
space,1
programs,1
still,1
matter,1
Not,1
for,1
exploration,1
s,3
sake,1
but,1
to,1
settle,1
new,1
cold,1
wars,1
If,2
you,1
doubt,1
it,2
imagine,1
this,1
scenario,1
It,1
2029,1
and,2
a,1
lunar,1
mission,1
lands,1
at,1
Tranquillity,1
Base,1
crew,1
heroic,1
young,1
Indians,1
or,2
Chinese,1
quietly,1
folds,1
puts,1
away,1
America,1
60,1
year,1
flag,1
world,1
saw,1
that,1
on,1
television,1
wouldn,1
t,1
gesture,1
be,1
worth,1
tens,1
billions,1
rupees,1
yuan,1
Of,1
course,1
would,1
