,frequency
urlLink,1
Top,1
10,1
Things,1
I,4
Hate,1
About,1
Star,1
Trek,1
The,2
other,1
night,1
couldn,1
t,1
get,2
my,3
car,3
to,1
start,1
solved,1
the,8
problem,1
by,1
reversing,1
polarity,1
of,1
battery,1
and,1
routing,1
power,1
through,1
satellite,1
dish,1
resulting,1
subspace,1
plasma,1
caused,1
a,3
rift,1
in,2
space,1
time,1
continuum,1
which,1
created,1
quantum,1
tunnelling,1
effect,2
that,1
charged,1
protons,1
engine,1
core,1
thus,1
starting,1
Child,1
s,1
play,1
really,1
As,1
happy,1
side,1
also,1
now,1
Spice,1
Channel,1
for,1
free,1
