,frequency
urlLink,1
Army,2
Brews,1
Potions,1
That,1
Protect,1
The,1
U,1
S,1
s,1
new,2
methods,1
for,2
protecting,1
against,1
chemical,1
and,5
biological,1
attacks,1
read,1
like,1
a,1
shopping,1
list,1
from,2
the,1
cosmetics,1
counter,1
An,1
array,1
of,2
defensive,1
decontaminating,1
foams,1
sprays,1
powders,1
lotions,1
are,1
all,1
being,1
developed,1
to,1
shield,1
soldiers,1
equipment,1
mustard,1
gas,1
VX,1
sarin,1
anthrax,1
other,1
poisons,1
But,1
how,1
many,1
these,1
measures,1
will,1
be,1
available,1
an,1
incursion,1
into,1
Iraq,1
