,frequency
urlLink,3
The,1
Flag,3
Flap,1
Is,1
the,12
American,2
flag,6
battle,1
emblem,1
of,5
U,2
S,2
government,1
supposed,2
to,10
be,3
sacred,1
Are,1
we,2
make,2
a,9
religion,2
statolatry,1
What,1
sort,1
grotesque,1
is,3
that,4
if,1
burning,2
banned,1
are,2
clap,1
numerous,1
Legion,1
or,1
VFW,2
people,1
in,2
hoosegow,1
Oh,1
you,2
say,1
intent,2
crucial,1
point,1
and,7
want,1
outlaw,1
hippie,2
types,1
who,1
burn,1
flags,1
with,3
sneer,1
curse,1
But,1
how,1
police,1
figure,1
out,2
sure,1
majesty,1
law,1
falls,1
only,1
upon,1
sneerers,1
spares,1
reverent,1
saluting,1
Legionnaires,1
via,1
Fuck,1
That,1
cannot,1
simply,1
burned,1
order,1
cast,1
evil,1
spirits,1
No,1
They,1
must,1
take,1
Hall,1
There,1
they,1
will,1
arrange,1
ceremony,1
complete,1
uniforms,1
guns,1
bugler,1
play,1
taps,1
chaplain,1
an,1
altar,1
pentagram,1
virgin,1
girl,1
scout,1
sacrifice,1
so,2
on,1
as,1
ownership,1
display,1
implies,1
lot,1
silly,1
assed,1
rules,1
ceremonies,1
it,1
seems,1
