,frequency
urlLink,2
Pedants,1
and,1
partisans,1
There,1
are,2
two,1
things,1
desirable,1
for,2
fighting,1
fundamentalists,1
The,2
first,1
is,4
not,2
to,7
be,1
one,1
yourself,1
US,1
government,1
s,1
war,1
on,1
the,8
movement,1
somewhat,1
compromised,1
by,3
fact,1
that,1
it,1
run,2
scripture,1
spouting,1
fanatics,1
whom,1
sanctity,1
of,3
human,1
life,1
ends,1
at,1
moment,1
birth,1
This,1
rather,1
like,1
using,1
British,1
National,1
party,1
ex,1
Nazis,1
earth,1
or,1
hiring,1
Henry,1
Kissinger,1
investigate,1
mass,1
murder,1
as,1
George,1
Bush,1
recently,1
did,1
nominating,1
him,1
inquire,1
into,1
background,1
September,1
11,1
Fundamentalists,1
Texan,1
stripe,1
best,1
placed,1
hunt,1
down,1
Taliban,1
variety,1
via,1
