,frequency
urlLink,1
Mulder,2
Where,1
Are,1
You,1
Now,1
instead,1
of,2
an,2
inept,1
Bureau,2
with,1
a,2
powerful,2
pop,1
culture,1
doppelgnger,1
we,1
ve,1
got,1
FBI,2
friendly,1
TV,1
shows,1
masking,1
increasingly,1
but,2
otherwise,1
unreformed,1
The,2
thick,1
irony,1
would,2
be,2
amusing,1
if,2
it,3
weren,1
t,1
so,1
real,1
Fear,1
increased,1
activity,1
is,1
probably,1
just,1
as,2
paranoid,1
was,1
when,1
X,1
Files,1
began,1
all,1
the,2
same,1
nice,1
and,1
Scully,1
had,1
waited,1
few,1
years,1
before,1
going,1
after,1
black,1
helicopters,1
