,frequency
urlLink,1
Howard,1
Dean,2
Must,1
Die,1
an,2
endorsement,1
If,1
he,1
gets,1
the,10
nomination,1
and,1
there,1
s,2
enough,1
media,1
attention,1
to,3
prevent,1
vote,1
rigging,1
I,1
think,1
they,4
re,1
going,1
kill,1
him,1
Then,1
we,1
ll,2
have,1
a,3
revolution,3
Not,1
kind,2
of,3
with,1
ten,1
million,2
people,2
rioting,1
in,3
streets,1
because,1
course,1
make,1
it,2
look,1
like,4
accident,1
or,4
terrorism,1
but,1
how,1
about,1
where,1
hundred,1
feel,1
ve,1
been,2
punched,1
gut,1
world,1
has,1
pulled,1
out,1
from,1
under,1
them,1
that,1
last,1
time,1
ever,1
waste,1
their,1
infinite,1
strength,1
system,1
designed,1
suck,1
down,1
toilet,1
A,1
assassination,2
could,1
do,1
for,3
leftward,2
motion,4
saneward,1
what,2
9,1
11,1
psychological,1
operation,1
did,2
rightward,1
JFK,1
not,1
mutant,1
