,frequency
urlLink,2
The,3
Flying,1
Saucers,1
Are,1
Real,1
It,1
is,2
a,4
template,1
for,2
much,1
of,7
what,1
would,1
follow,1
the,9
paranoia,1
government,1
disinformation,1
inescapable,1
conclusion,1
that,2
saucers,1
are,3
not,1
this,2
earth,1
Keyhoe,1
with,1
his,1
spare,1
matter,1
fact,1
writing,1
style,1
which,1
also,1
conveys,1
profound,1
sense,1
wonder,1
has,1
to,1
be,1
prototype,1
deadpan,1
Fox,1
Mulder,1
X,1
Files,1
On,2
one,1
hand,1
we,1
can,1
see,1
birth,1
key,1
modern,1
mythology,2
other,1
there,1
body,1
almost,1
naive,1
evidence,1
in,1
text,1
unpolluted,1
by,1
very,1
case,1
studies,1
real,1
witnesses,1
were,1
highly,1
reliable,1
These,1
cases,1
still,1
unexplained,1
via,1
