,frequency
urlLink,5
Lethal,1
Russian,4
Gas,1
Is,1
an,2
Opiate,1
The,3
mysterious,1
gas,5
forces,2
pumped,1
into,2
a,6
theater,1
to,8
end,1
hostage,2
crisis,1
was,4
opiate,1
chemical,2
related,1
morphine,1
Pentagon,2
officials,1
said,1
Monday,1
Bush,1
administration,1
meanwhile,1
refused,1
criticize,1
special,1
for,1
using,1
the,11
which,2
killed,1
116,1
of,4
hostages,2
as,2
well,1
takers,1
may,2
be,1
secret,1
crowd,1
control,1
weapon,2
Weapons,1
experts,1
have,2
suggested,1
1950s,1
called,1
3,1
quinuclidinyl,1
benzilate,1
or,1
BZ,3
been,1
used,1
This,1
causes,2
disorientation,1
and,6
hallucinations,2
tested,2
by,1
US,1
on,4
servicemen,1
in,4
1960s,2
Affected,1
are,1
not,2
being,2
allowed,1
leave,1
hospital,1
relatives,1
cannot,1
visit,1
them,2
possibly,1
prevent,1
blood,1
samples,1
taken,1
that,1
would,1
reveal,1
identity,1
movie,1
Jacob,1
s,1
Ladder,1
supposedly,1
based,1
experiments,1
unknowing,1
soldiers,3
caused,1
go,1
homicidal,1
rage,1
In,1
word,1
bullshit,1
As,1
stated,1
above,1
poisoning,1
regress,1
become,1
apathethic,1
killing,1
machines,1
No,1
More,1
GI,1
Guinea,1
Pigs,1
Under,1
congressional,1
prodding,1
Defense,1
Department,1
October,1
reversed,1
four,1
decades,1
denials,1
regarding,1
nerve,1
other,1
toxic,1
material,1
testing,1
Among,1
its,1
admissions,1
Hallucinogenic,1
chemicals,1
were,1
unsuspecting,1
A,1
benzilic,1
acid,1
derivative,1
known,1
cause,1
confusion,1
sprayed,1
under,1
jungle,1
canopy,1
near,1
Hilo,1
Hawaii,1
two,1
separate,1
series,1
tests,1
more,1
