,frequency
urlLink,1
American,1
Democracy,1
R,1
I,1
P,1
Historians,1
will,1
record,1
that,1
between,1
November,1
2000,1
and,5
February,1
2002,1
democracy,1
as,1
envisioned,1
by,1
the,7
creators,1
of,5
Declaration,1
Independence,1
U,1
S,1
Constitutioneffectively,1
came,1
to,2
an,2
end,1
Viewed,1
within,1
acid,1
bath,1
wealth,1
maximization,1
911,1
became,1
unexpected,1
bonus,1
for,1
The,2
State,2
in,1
its,2
mission,1
build,1
fascist,1
theocratic,1
underpinnings,1
government,1
With,1
a,2
frightened,1
Congress,1
receptive,1
corporate,1
media,1
largely,1
uneducated,1
nervous,1
public,1
brilliantly,1
orchestrated,1
destruction,1
open,1
society,1
