,frequency
urlLink,2
FBI,2
Issues,1
Alert,1
for,2
Stolen,1
Propane,2
Tankers,1
agents,1
in,2
Texas,1
issued,1
a,1
nationwide,1
alert,1
on,2
Tuesday,1
two,1
stolen,1
propane,1
tanker,1
trucks,1
laden,1
with,2
thousands,1
of,5
gallons,1
the,7
volatile,1
liquefied,1
gas,1
is,2
one,2
elements,1
that,2
terrorists,2
have,1
been,1
trained,1
so,1
we,1
re,1
very,1
concerned,1
about,1
it,1
Sitting,1
Ducks,1
If,1
threat,1
not,1
self,1
evident,1
need,1
only,1
consider,1
vast,1
number,2
bulk,1
fuel,1
storage,1
facilities,1
United,1
Statessuch,1
as,1
gasoline,1
and,1
propaneand,1
match,1
incendiary,1
power,1
advanced,1
50,1
caliber,1
rounds,1
available,1
to,1
