,frequency
urlLink,1
Wired,1
News,1
Driving,1
While,2
Intaxicated,1
The,1
Oregon,1
Department,1
of,2
Transportation,1
is,1
evaluating,1
a,3
scheme,1
that,3
uses,1
the,8
global,1
positioning,1
system,1
to,3
keep,1
track,1
distance,1
every,1
car,1
travels,1
in,1
order,1
impose,1
road,1
use,1
tax,2
state,1
sees,1
concept,1
as,1
perfect,1
replacement,1
for,1
its,1
existing,1
gasoline,1
privacy,1
watchdogs,1
are,2
calling,1
foul,1
play,1
over,1
plan,2
turns,1
Big,1
Brother,1
into,1
ultimate,1
backseat,1
driver,1
And,1
environmentalists,1
concerned,1
reduces,1
incentive,1
purchase,1
fuel,1
efficient,1
vehicles,1
