,frequency
urlLink,1
China,2
tries,1
to,3
control,1
Tibet,1
with,1
soul,1
boy,2
Portraits,1
of,2
the,8
official,1
Panchen,2
Lama,3
looking,1
somewhat,1
bewildered,1
in,3
his,1
Buddhist,2
robes,1
have,1
been,1
erected,1
temples,1
Tashilhunpo,1
monastery,1
But,1
outside,1
on,3
city,1
streets,1
it,1
is,2
clear,1
that,2
there,1
no,1
public,1
affection,1
for,1
Determined,1
keep,1
a,2
firm,1
grip,1
leadership,1
Beijing,1
insisted,1
reincarnated,1
must,1
be,1
born,1
Chinese,1
territory,1
excluding,1
exile,1
community,1
which,1
has,1
defied,1
s,1
wishes,1
It,1
refused,1
consult,1
exiled,1
Dalai,1
accusing,1
him,1
being,1
meddlesome,1
outsider,1
