,frequency
urlLink,1
The,1
Bunker,1
Nightmare,1
Goes,1
Nuclear,1
Faced,1
with,2
the,5
prospect,1
of,4
asymmetric,1
warfare,1
against,2
rogue,1
powers,1
or,1
terrorist,1
organizations,1
weapons,4
mass,1
destruction,1
tucked,1
in,2
their,2
basements,1
Pentagon,1
has,1
begun,1
to,3
consider,1
previously,1
unthinkable,1
developing,1
specially,1
designed,1
nuclear,4
for,1
attacking,1
buried,1
caves,1
and,2
tunnels,1
These,1
would,2
ideally,1
do,1
damage,1
while,1
creating,1
only,2
limited,1
fallout,1
aboveground,1
Such,1
a,2
move,1
represent,1
most,1
significant,1
rewriting,1
U,1
S,1
strategy,1
decades,1
because,1
its,1
intended,1
purpose,1
violates,1
two,1
cornerstones,1
current,1
policy,1
use,2
as,1
last,1
resort,1
never,1
them,1
nonnuclear,1
nations,1
