,frequency
urlLink,4
Monitors,3
Debunking,1
Of,1
Aussie,2
Bloke,2
Exposed,1
As,1
Hoax,1
The,4
announcement,1
that,1
they,1
hoaxed,2
the,7
reads,1
like,1
a,9
copycat,1
claim,1
after,1
terror,1
event,1
following,1
statement,1
by,2
fellow,1
who,2
says,1
he,1
entire,1
piece,1
comes,1
as,3
no,1
real,1
surprise,1
melodrama,1
continues,1
via,2
Caught,1
in,1
comet,2
s,1
tale,1
A,1
retired,1
physicist,1
has,4
been,2
dragged,1
into,1
an,3
Internet,1
hysteria,1
about,1
hitting,1
Earth,1
imposter,1
cast,1
him,1
doomsayer,1
drama,1
unfolding,1
around,1
world,2
for,1
month,1
but,1
only,1
just,1
come,1
to,1
attention,1
of,3
angry,1
Dr,1
Grant,1
Gartrell,1
victim,1
identity,1
theft,1
and,1
result,1
man,1
credited,1
with,1
end,1
predictions,1
