,frequency
urlLink,1
The,2
Hollow,1
Earth,4
There,2
is,3
really,2
no,1
North,1
or,1
South,1
Pole,1
there,1
are,2
wide,1
openings,2
to,1
the,7
hollow,2
interior,2
of,6
Flying,2
saucers,2
come,1
from,1
through,1
these,1
polar,2
a,4
large,1
population,1
inhabiting,1
inner,1
concave,1
surface,1
s,1
crust,1
composing,1
civilization,1
far,1
in,1
advance,1
our,1
own,1
only,1
one,1
their,1
many,1
achievements,1
existence,1
opening,1
and,1
land,1
beyond,1
Poles,1
probably,1
top,1
international,1
secret,1
